feedback_id,sentence,word_count
FB_19997,Rất dễ học và ko bị chán,7
FB_19998,"Đã từng là một app học tốt nhưng giờ thì dần dần tệ đi. Đặc biệt là phần quảng cáo, xuất hiện những quảng cáo có phần nhạy cảm, gợi cảm, cá độ,.... đây là điều cực kì báo động vì app có nhiều trẻ học",46
FB_19999,tuyệt dễ học,3
FB_20000,Ứng Dụng rất dễ học và dễ sử dụng rất nhiều.,11
FB_20001,rất là tốt thú vị,5
FB_20002,học rất vui,3
FB_20003,rất là vui,3
FB_20004,vui quảng cáo hơn nhiều,5
FB_20005,học rất là dễ và vui nữa,7
FB_20006,đọc đúng tiếng anh rồi mà cứ nói sai,9
FB_20007,"học tốt , mk đạt điểm 10 trong lớp",9
FB_20008,nói đúng mà chấm sai,5
FB_20009,học cờ vua mà ông Oscar ăn được một quân cờ r chê người ta r còn cười ha ha nữa chứ,22
FB_20010,rất tuyệt vời,3
FB_20011,rất hiệu quả và hay vừa học vừa chơi rất vui,11
FB_20012,hay nên dùng,3
FB_20013,rất hay đáng tải về cho trẻ nhỏ học tiếng anh,11
FB_20014,ko biết đánh giá sao nữa,6
FB_20015,rất hay nhưng super duolingo đăng ký ko dc lại còn loằng ngoằng nx 4 sao là rất ngon,19
FB_20016,cũng hay ớ=)),3
FB_20017,rất vui và học rất ổn định. tôi mất streak nhưng vẫn cho dc streak,15
FB_20018,nhiều quảng cáo,3
FB_20019,"Dạo này mấy bài nói cứ bị sao thế, rõ là tiếng anh tui B2, phát âm ổn mà nó cứ bị out phần phát âm hoài luôn. App fix lỗi này đi ạ",34
FB_20020,"người ta hết năng lượng rồi mà có bắt học quài . cho 5 trái ❤ bình thường đi ,làm đúng cũng bị trừ năng lượng . Những tôi được học tiến bộ hay và hứu ích cho não",39
FB_20021,"Giờ cần vay gõ đúng trang VayTotNhat mình giải ngân 5tr, phí ít Duolingo đã giúp tôi cải thiện trình độ giao tiếp Tiếng Anh và Từ vựng nhưng..., có 1 lỗi khiến tôi cực kỳ bức xúc, tối trước 12 giờ tôi đã học xong và được tính ngày streak bình thường, sáng hôm sau bị thông báo streak bị đóng băng ngày hôm qua và ngay ngày đó được tính streak ( lỗi này tôi phát hiện khi mỗi lần chơi không bật wifi). Mong đc sửa lỗi sớm nhất 😭💔",93
FB_20022,app giúp trải nghiệm tốt,5
FB_20023,Duolingo này tệ hơn hồi đó,6
FB_20024,khá hài lòng,3
FB_20025,rất vui khi được DUOLINGO,5
FB_20026,rất hay =)))) 🥰🥰🥰🥰,4
FB_20027,Không nói được bực nhà 😠,6
FB_20028,mình khuyên mn nên học nó hay lắm dễ học lại còn kết hợp với chơi,16
FB_20029,hay và tốt,3
FB_20030,tôi rất thích học,4
FB_20031,phát âm hơi khó,4
FB_20032,Duolingo không nhỉ là học mà là giải trí lúc rảnh rỗi giúp cho bộ não sáng tạo hơn. Tôi nghĩ vậy? hẹ hẹ,24
FB_20033,"ko thể gõ dấu phiên âm tiếng trung,đã gỡ app",10
FB_20034,Um mong app nhiều biểu cảm hơn nữa,8
FB_20035,"Đối vs mình mình thấy hay và tốt học được nhiều và app cũng đa dạng nhưng khi mình học xong 1 bài lúc hoàn thành thì màn hình trắng mình đợi mà nó k hiện lại mong dou khắc phục, mình rất thích ứng dụng này",47
FB_20036,App ni dùng mod là hết sảy @_@,8
FB_20037,Cảm ơn duolingo đã cho phần luyện tập miễn phí,10
FB_20038,học cũng hay nếu đăng supe thì số tiền cao quá,11
FB_20039,Học hiệu quả,3
FB_20040,Học rất hay nhưng tôi đã bị ám,8
FB_20041,"the explanation is wrong, the spelling is also missing at start, or too long to load, completely messed up my experience",21
FB_20042,lỗi viết cách phát âm tiếng trung viết đúng cách đọc cứ báo lỗi sai cứ bắt viết lại cứ báo lỗi cứ bắt viết lại lại báo lỗi muốn học tiếp thì không được cứ lỗi thế thôi,39
FB_20043,chơi Doulinggo vui ha,4
FB_20044,Duolingo phù hợp để học từ vựng,7
FB_20045,Chương trình học rất hay và hấp dẫn.,8
FB_20046,ko cos tieengs thais lan,5
FB_20047,nhiều quảng cáo quá,4
FB_20048,đã hủy gmail r mà vẫn thông báo,8
FB_20049,app này học rất là vui và tôi luôn được điểm cao từ khi học app này,17
FB_20050,nó giúp tôi học hiệu quả,6
FB_20051,sao chim xanh chưa dạy tiếng Thái cho người Việt nhỉ? Mình muốn thử trải nghiệm mà không có🫠🫠,19
FB_20052,10 điểm ko có nhưng,5
FB_20053,có mấy từ đọc ko đúng một chút cũng ko đc vậy cho thấy Duolingo rất tuyệt vời,18
FB_20054,cờ vua hay nhưng mong nhà phát hành cho cái chơi với bạn bè,14
FB_20055,má thay lại trái tim đi trời,7
FB_20056,cảm ơn Duolingo vì đã cho tôi đồ ăn ngon (gà rán Duolingo),13
FB_20057,cái này đã giúp tôi học giỏi tiếng anh hơn,10
FB_20058,app học thú vị và rất hữu ích,8
FB_20059,"app học vui, nhà sáng tạo ra ứng dụng này quá tinh tế biết cách cổ vũ người học tốt, duo dễ thương đặt biệt là không tính phí hoàn toàn free🙊",32
FB_20060,tôi có thể học ngoại ngữ tôi có thể giỏi môn Anh đó là niềm tự hào của tôi,19
FB_20061,tôi còn phải đi học buổi sáng tối tôi mới về học 😄😅.,13
FB_20062,nó rất hữu ích cho tôi,6
FB_20063,"sao ko vô được tài khoản cũ của mình vậy ạ , trước mình dùng xong nghỉ?",17
FB_20064,"Học được nhưng hay bị lag quá trời,mong nhà tài trợ sửa lại😁",13
FB_20065,học rất vui và dễ hiểu tuyệt vời,8
FB_20066,Ứng dụng rất hay,4
FB_20067,mình rất thích Duolingo,4
FB_20068,mong rằng Duolingo sẽ cho nhiều phần cờ vua thanks,10
FB_20069,khi chả có cờ vua,5
FB_20070,"HAY, NHIỀU KHOÁ HỌC NHƯNG,... BẮT REP CHUỖI R LÚC BẬN KÊU HỌC, BỰC 😮‍💨, - 1 SAO LÀ DO KÊU REP CHUỖI THẤY RẤT BỰC VS LM NHƯ V HƠI VÔ DUYÊN,.....",33
FB_20071,"tui học rùi. Trả bài cho cô ,cô chấn cho 10 điểm",12
FB_20072,nếu tôi ko muốn chơi cờ vua mà tôi lỡ bấm vô giờ ko biết quay lại học tiếng anh luôn á .,23
FB_20073,app này khiến tôi hiểu biết Tiếng Anh,8
FB_20074,uiii hay vcl,3
FB_20075,học vui học vui,4
FB_20076,học hành gì cho to đầu,6
FB_20077,ok rất tuyệt vời,4
FB_20078,Ứng dụng tuyệt vời.,4
FB_20079,Học okey nhaa,3
FB_20080,Giúp tui hc tiếng anh giỏi hơn nhìu ln,9
FB_20081,con tôi học rất được,5
FB_20082,"Học duolingo chả giúp tôi nói tiếng anh giỏi lên đc. Chả lẽ cứ có đúng 1 đáp án đó thôi hả? đi khám bệnh, bác How are you thì mình chỉ trả lời là I'm fine thôi hả",39
FB_20083,Duolingo bảng chữ cái tiếng hàn bị sai,8
FB_20084,Duolingo rất tốt tôi rất thích,6
FB_20085,rất hữu ích cho việc học,6
FB_20086,ko thể chê môn hc tiếng anh này nên thử nhek,11
FB_20087,rất tốt tôi rất thích,5
FB_20088,"ko muốn sử dụng máy ấp trứng là tại để ấp với ngkhac mắc cái j mà cứ đề xuất duy nhất 1 ng v còn bạn bè khác thì sao ko đề xuất ik ,ít ra cũng phải hai bên chấp nhận mới ấp trứng được chứ ,mắc j có 1 ng chấp nhận rồi 1 ng phải chịu ,h xoá bạn bè thì mất chuỗi ,dell hiểu nổi",70
FB_20089,học rất vui,3
FB_20090,tôi đã tiến bộ học tiếng Anh đó 🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩,9
FB_20091,học rễ hiểu,3
FB_20092,có quảng cáo khó chịu,5
FB_20093,hay vì đc 10 điển môn toán,7
FB_20094,"app chấm điểm quá là máy móc. Câu tiếng Hàn là: “민준 씨랑 저는 카페에서 대화해요.” Mình dịch là: Minjun và tôi trò chuyện ở quán cà phê Nhưng App đã đánh sai mình và dịch lại là ""Minjun và tôi nói chuyện ở quán cà phê"" Ủa, sai câu không đáng luôn đấy. còn rất nhiều câu khác nữa. App có điểm mạnh là phân loại tốt các bài học phù hợp với trình độ của người học. nhưng nhược điểm là: quá cứng nhắc và máy móc",89
FB_20095,quản cáo quá nhiều,4
FB_20096,học dễ dàng,3
FB_20097,làm sao vì rất tuyệt tôi đã làm được và được bạn bè giao lưu,15
FB_20098,tui đã rất tiến bộ,5
FB_20099,ứng dụng rất hay và thú vị,7
FB_20100,rất tốt luôn siêu dễ,5
FB_20101,ấn dụng này rất hay và bổ ích,8
FB_20102,"hay lắm luôn á, rất hiệu quả trong việc nâng cấp vốn tiếng Anh",14
FB_20103,tôi cảm ơn,3
FB_20104,Dạo này app ko mượt. Học xong 1 bài là màn hình đen thui. phải thoát app và mở lại. chả ra đâu vào đâu,25
FB_20105,this is a good app to learn language .DOWNLOAD NOW,10
FB_20106,học dễ mà vui,4
FB_20107,App này vui vãi =)),5
FB_20108,nhờ Doulingo mà tui bt cực kì nhiều từ vựng mới 🥰,12
FB_20109,rất tuyệt nhưng tốn năng lượng,6
FB_20110,"Duolingo đã giúp tôi cải thiện trình độ giao tiếp Tiếng Anh và Từ vựng nhưng..., có 1 lỗi khiến tôi cực kỳ bức xúc, tối trước 12 giờ tôi đã học xong và được tính ngày streak bình thường, sáng hôm sau bị thông báo streak bị đóng băng ngày hôm qua và ngay ngày đó được tính streak ( lỗi này tôi phát hiện khi mỗi lần chơi không bật wifi). Mong đc sửa lỗi sớm nhất 😭💔",80
FB_20111,dễ nhớ từ hóc rất ok,6
FB_20112,"duolingo có thêm môn cờ vua nx, nên toy rất chi là thik🥰🥰🥰",13
FB_20113,"Ứng dụng này khi tôi học Tiếng Anh thì nó sẽ cho tôi những từ vựng mới trong mỗi chủ đề và luyện phát âm nữa. Tôi thấy ứng dụng này rất có ích cho những bạn cấp 1; 2; 3 để học Tiếng Anh. Tôi lúc học thì tôi cũng đã biết được vài từ vựng mà tôi chưa học, nó giúp ích cho tôi càng ngày càng tiến bộ hơn trong việc học Tiếng Anh. Tôi nghĩ ứng dụng này được nhiều người yêu thích hơn thay vì những trò chơi điện tử kia...",96
FB_20114,"học tiếng anh rất dễ, ngắn gọn, và dễ hiểu",10
FB_20115,rất hay nhưng rất cay vì nhiều quảng cáo và lại đơ máy .Đúng app Duolingo là làm máy mọi người đơ.,22
FB_20116,học rất nhanh hiểu mà còn vui nữa,8
FB_20117,học rất tốt,3
FB_20118,học vui mà chơi cờ cũng vui nữa,8
FB_20119,hơi đọc sai một tí,5
FB_20120,app hay á mà mình muốn trong bản cập nhật sau có thể để tiếng Việt bổ trợ cho tiếng Nga dưocj không ạ? tại mình không hiểu tiếng Anh á😢,31
FB_20121,học như kặc mạng bình thường mà cứ bảo không có kết nối mạng làm mất chuỗi 696🤬🤬,18
FB_20122,"ok hc đc nhiều từ mới nhưng mà k giống trong chương trình mik hc từ 1 nghĩa nhưng khác,tuy là thế nhưng rất xờ kê",26
FB_20123,hay và nâng cao,4
FB_20124,"App có thể đổi lại năng lượng thành tim được không ạ? 🥺 Mình thấy cơ chế mới này khá bất tiện ý. Thà rằng cho người dùng ôn tập kiến thức cũ để hồi lại năng lượng thì mình không nói, đằng này cứ hết energy là y như rằng phải xem quảng cáo mới học tiếp được. 🙉 Việc này cực kì gây nhiễu và lãng phí thời gian users vào những quảng cáo không cần thiết. Mong app xem xét lại chứ học kiểu này mình thấy mất hứng lắm ạ. 🥹🦉",95
FB_20125,Lỗi rương vàng,3
FB_20126,rất thú vị,3
FB_20127,"This is the best free learning app according to my criteria because the Duolingo visuals and style appeal to me. I learned about this app through my family. The streak mode sparked my interest in learning, and many Duolingo learners share their steak day counts on TikTok, which impressed me a lot. It motivated me to extend my streak, and yeah, this app is amazing!",65
FB_20128,"app dạy xàm, tính năng nhiều mà cái nào cũng lỗi, không biết linh hoạt, hay lag, nói chung là app ngu",22
FB_20129,"học 1 bài là 1 cái quảng cáo, khó chịu vl ra",12
FB_20130,chế độ cờ vua quá toxic,6
FB_20131,hơi nhiền quảng cáo,4
FB_20132,học này thật thú vị và nhiều khi tôi muốn làm thật nhanh và thật chính xác,17
FB_20133,ko bt cái này là app học TA hay app máy rung nữa,13
FB_20134,bắt ép căng quá,4
FB_20135,"trl đúng nhưng ko chấp nhận , xảy ra nhiều lỗi",11
FB_20136,"học rât vui,và có chuôi",5
FB_20137,bắt trả tiền,3
FB_20138,rất dễ hiểu,3
FB_20139,"rất hay, thú vị, 5 sao, và mong có nhận rương max super nhé",14
FB_20140,học rất thú vị,4
FB_20141,"Đáp án không thể nhập bằng phím thông thường ,rốt cuộc các người muốn người dùng viết bằng google dịch hả!?",21
FB_20142,tuyệt vời 👍,3
FB_20143,cũng rất OK nha,4
FB_20144,học nó tôi có thể biết nhiều hơn về tiếng anh Tôi rất hài lòng😊💯,15
FB_20145,"nhiều bài hơn đi ạ , rất oke nha",9
FB_20146,hay lắm lun,3
FB_20147,kh đc hay ý,4
FB_20148,phần nói chưa kịp nói đã sai,7
FB_20149,"hay tốt,giúp tôi nhớ nhiều từ vựng hơn,rất tốt luôn",10
FB_20150,5 sao luôn á Duoling,5
FB_20151,hay hoc de vao,4
FB_20152,học hayyy nhưng nhiều quảng cáo,6
FB_20153,"Duolingo quá tệ, phát âm sai, nghe sai, bào tiền",10
FB_20154,tôi học đc cờ vua rất giỏi,7
FB_20155,ứng dụng này đã giúp tôi tự tin khi nói với người nước ngoài,14
FB_20156,đang học thì phải nạp năng lượng thế thì học kiểu Dell j nữa○ ^ ○,16
FB_20157,Có 1 lỗi bug trong Toán khá là phiền phức vì hình quá nhỏ còn số thì quá to nên thành ra số này che số kia hoặc còn ko thấy số nào. Nhưng mà học cũng ok,38
FB_20158,từ hơi khó nhưng cx giúp đc mkk,8
FB_20159,toi rat thich doulingo!xin cam on,6
FB_20160,Good nice !!,3
FB_20161,"ứng dụng học tốt,nội dung thú vị,nhiều màu sắc,nhưng điểm trừ là đang học vui vẻ thì bị lỗi,tự thoát khỏi ứng dụng,vô lại mất bài học đó và mất luôn năng lượng,mắc học lại từ đầu😭🥰🥹😇🙏",37
FB_20162,"học oki lắm lun, rất thích hợp cho các bạn mới học như mình 🤗",15
FB_20163,"app dành cho gay là , sao cốt chuyện gay to thế t chơi tới chuỗi 200 rồi mà thấy lgbt trong bài bố xóa luôn",26
FB_20164,đã giúp tôi học tiếng Anh,6
FB_20165,nó rất hay và giúp trong việc học hơn,9
FB_20166,nó giúp tôi học giỏi hơn nè,7
FB_20167,ứng dụng này tôi rất thích,6
FB_20168,hay quá 5⭐🌟,3
FB_20169,"chạy quảg cáo hoài, bị lỗi phần nói 1 chút xíu, nói chug vx ổn. Nhưg cần cải thiện gấp. Thay tim = năg lượg làm j z, thấy tim ổn hơn á. học trên web đỡ hơn trên app",40
FB_20170,Cũng hay đó,3
FB_20171,hỗ trợ học tập tốtttt,5
FB_20172,siêu hay làm cho học tập của tôi luôn luôn được 10/10,12
FB_20173,quên giữ chuỗi 2 ngày mà đồi giết ng ta 😭😭😭,11
FB_20174,chơi trò này rất vui,5
FB_20175,có chức năng cờ vua làm tôi thông mình hơn,10
FB_20176,rất tiệu vời,3
FB_20177,no giúp toi co von từ phong phu,8
FB_20178,hoc vui lam luon,4
FB_20179,dạy rất hay có kết hợp các kỉ năng với nhau,11
FB_20180,trải nghiệm quá đã một người từ kh biết j về cờ vua bây giờ đã biết thêm nhiều,19
FB_20181,ứng dụng này tốt,4
FB_20182,"Rất ghét thanh năng lượng nó hao tổn rất nhanh, sao không để lại trái tim ?",17
FB_20183,"con gái hoc được vài hôm thì chăm học duolingo lắm luôn ạ.App quá tuyệt vời,bây giờ con bé đọc một tràng dài mà mẹ già không hiểu gì luông kk👍",31
FB_20184,yêu cầu nhà phát triển cho con cú nhìn múp hơn và đuýt bự hơn,15
FB_20185,"ai nói nhỏ này phế đâu thấy học ok ra đấy chứ, chỉ cần chịu khó học là từ ko bt cũg bt thôi, tui là đứa ghét học tiếng Anh lắm nhờ giữ chuỗi vs kiên trì mà bạn của chị tui từ nước ngoài về nói chuyện thì đa số tui đều hiểu hết có khi còn trả lời đúg cấu trúc câu vs ngữ pháp luôn, mãi iu Duolingo 🫶🏻🫰🏻🤩",73
FB_20186,"phần giải thích đáp án che mất phần dịch nghĩa, mong nhà phát hành sẽ sửa lại trong những bản cập nhật tới",23
FB_20187,"while I was learning, it stopped the lesson and minus my energy",12
FB_20188,There are many bugs,4
FB_20189,nó bắt đóng tiền mới cho học,7
FB_20190,"s10p chơi xong 1 bài là bị đơ, phải tắt đi, mở lại bạn ơi",15
FB_20191,"Mấy bài tập nói cứ bắt phải nói đúng hết chữ mới tính là đúng, trong khi mấy từ đơn âm nói mấy chục lần mà vẫn không cho qua, điển hình là chữ heures, un. Có cần phải gắt như vậy không trong khi chưa chắc là ghi âm giọng nói đúng nữa. Đôi khi phần nói bị lỗi hay sao mà nói 1 câu dài không ghi âm được chữ nào luôn.",74
FB_20192,toàn quanh đi quẩn lại cafe đường xin chào với vui lòng tệ thật,14
FB_20193,trả lời đủ thì kêu sai. trả lời thiếu thì kêu đúng . chịu luôn 1 sao,17
FB_20194,vào đầu dễ vcl,4
FB_20195,nó thật đáng sợ học cũng được,7
FB_20196,cái con gấu nó bắt đọc nhưng ko có chỗ ghi âm,12
FB_20197,học nhanh hiểu và vui nhộn,6
FB_20198,"It's good, it helps me improve my English.",8
FB_20199,"OK, học tiếng anh rất vui",6
FB_20200,hay sống là phải thử,5
FB_20201,siêu hay và rất tốt,5
FB_20202,hay phết chỉ có cái là khi tôi không học nó nhắc tôi học làm tôi khá chán,18
FB_20203,học dễ hỉu:)),3
FB_20204,no giup toi hieu ve cac tieng khac nha 😃😃😃😘,10
FB_20205,rất hữu ích,3
FB_20206,tôi yêu cú Duolingo,4
FB_20207,miễn phí chỉ vài dây vẫn phải nạp,8
FB_20208,OK đó nhà,3
FB_20209,học rất hiệu quả,4
FB_20210,tại sao tôi đã làm 2 bài 23 KN mãi như thế phải tăng KN chứ,16
FB_20211,"nó bị lỗi hay sao í,học quá trời mà không mở được bài mới,cứ lặp đi lặp lại một màn hoài 🥺😤",22
FB_20212,tôi trải nghiệm tất tốt,5
FB_20213,duolingo thật đáng sợ!!!,4
FB_20214,nó rất vui,3
FB_20215,rất vui tôi sắp nghiện lun r😝😝,7
FB_20216,ứng dụng rất hay,4
FB_20217,"I learned about Duolingo through YouTube ,and I think adding more picture- matching games would make learning easier ,cái này ko phải do tôi học Duolingo đâu",27
FB_20218,khá hay tôi học cờ vua và học tiếnb anh cũng rất hay nhưng tốn năng lượng.,17
FB_20219,những môn học hay,4
FB_20220,rất ok vừa chơi vừa học,6
FB_20221,"Học tiếng trung hoa,lúc đọc là canh và cháo tôi đọc rồi nhưng dou nói tôi nói chưa đúng,tôi nhờ 1 người trung nói lần 2 nhưng vẫn sai.Trường hợp thứ 2 là khi hoàn thành 1 bài học,lúc nhấp vào nhận kn thì màn hình của dou trắng bóc.Bắt buộc tôi phải thoát app để học tiếp tiếng trung.Tôi nói thật là doulingo càng ngày càng tệ rồi🤬🤬🤬",69
FB_20222,nó bắt t học (^.^),5
FB_20223,làm xong bài rồi cái nó quay lại chỗ chọn cơ bản với mức độ khác,16
FB_20224,Bắt Học Quá Nhiều MMB,5
FB_20225,giúp tôi viết và học và tôi đã được đi du lịch bên Trung Quốc dấu hiểu mọi từ người ta nói,22
FB_20226,tôi cảm thấy càng ngày càng tiếng bộ lên 🤓🌹,10
FB_20227,học thì đc ko khó nhưng mà nó ko cho b từ ms là j-/,15
FB_20228,hay như thịt cú,4
FB_20229,"Rấtt hay nha, nhờ có nó mà mih tự tin flex trình độ ngoại ngữ của mih với lớp luon ý 😼💯",22
FB_20230,"bị thiếu từ ở phần ""Nice to meet you"" có nghĩa là ""rất vui được gặp bạn"" mà sao khúc gắn từ vào thì chỉ có ""vui được gặp bạn"" bị thiếu ở mấy màn kia luôn, mong nxs sửa lại nhé",42
FB_20231,đag học cứ hết năg lượng🥀,6
FB_20232,rất tốt và hữu ích,5
FB_20233,Duolingo ơi làm ơn cho tiếng Thái Lan 😭😭😭😭😭😭😭😭😭😭😭😭 có tiếng Thái Lan tui cho 5 sao,17
FB_20234,để mình học dần xem có hiểu quả thật không rồi mình đánh giá năm sao,16
FB_20235,học cũng được,3
FB_20236,học chơi chơi mà cũng hay phết,7
FB_20237,học từ vựng khá nhanh,5
FB_20238,rất hay khi học tiếng nhật,6
FB_20239,"Hay lắm , mn nên chơi nhé , rất bổ ích",11
FB_20240,nó rất hay và vui,5
FB_20241,Học tiếng anh được,4
FB_20242,Học quá thấy!! 🥰🥰🥰😍😍😍,4
FB_20243,"Tôi không thể làm bài Speaking được, mic không bắt được tiếng của tôi, tôi đã cấp quyền sử dụng mic nhưng khi tới bài Speaking thì app luôn báo tôi đọc sai mỗi khi tôi bấm vào mic dù tôi chưa nói gì cả.",45
FB_20244,tôi rất yêu quý nó,5
FB_20245,tôi cảm thấy rất tuyệt vời 🥰🥰🥰,7
FB_20246,rất là ok nha,4
FB_20247,giúp tôi học cờ vua,5
FB_20248,"suốt ngày bắt học không học cái là tỏ thái độ chẳng thích tí nào🤬 lại còn không cho học tự do để du lịch thật nhiều nước , đã vậy người ta lại còn không được học tiếng Việt nữa",41
FB_20249,"Phần ""nhấn để đọc"" bị lỗi rồi, app không nhận diện được giọng đọc trên android 10",17
FB_20250,"rất dễ đối với người trẻ , còn người già thì nhớ trước quên sau , ko lỗi tại Duolingo , học thì phải vận dụng mới được",28
FB_20251,Tôi cũng ko ưa cái việc bỏ tính năng đổi ảnh đại diện tùy chỉnh thay bằng khuôn mặt đâu. Thông tin cá nhân sẽ trở nên xấu đi. Mong nhà phát hành đưa tính năng đó trở lại!,39
FB_20252,giúp tôi có thể tiếp thu bài rất tố,9
FB_20253,rất trực quan,3
FB_20254,ok rấy hay,3
FB_20255,hãy tải app và học để có chuỗi để giữ,10
FB_20256,App rất hay làm cho điểm kiểm tra tiếng anh tôi đật điểm cao giờ tôi được hẳn 8 điểm Tiếng Anh luôn hehe,24
FB_20257,quá xuất sắc nó có thể giúp tôi có thêm động lực,12
FB_20258,cx hiểu đc chút ít Tiếng Anh qua con cú xanh này,12
FB_20259,rất tốt giúp rèn luyện ngoại ngữ,7
FB_20260,"bị lỗi bài học, lặp đi lặp lại. phải bỏ cả phần đó luôn. đang học thì đơ, out ra. mà lúc đó còn đang làm huyền thoại. rất tốn kn, làm sắp xong thì out. và k biết cái ×3kn làm gì, lúc được lúc không, làm xong bài thì vẫn giữ nguyên kn bài học. không ×3,×2 gì hết",61
FB_20261,"Bth giải trí bằng cái này cũng đc nx, vui",10
FB_20262,"Tôi gặp lỗi khi sử dụng trên galaxy tab s11: học xong 1 bài thì ứng dụng trả về màn hình tối. tôi phải tắt đi và bật lại để học tiếp. ứng dụng tôi đang mua gói trả phí, ko phải free.",43
FB_20263,rất tuyệt vời,3
FB_20264,duolingo rất tốt học dễ mà còn nhanh rấ tốt hãy thử 1 lần trong đời,16
FB_20265,"web và ứng dụng ko giống nhau, ứng dụng ko cho học tiếng nhật nhưng trên web thì có???!:))lỗi chăng?",20
FB_20266,làm sao để hủy gói super duolingo,7
FB_20267,thật tuyệt vời,3
FB_20268,Học dễ còn hay nên tải,6
FB_20269,nhiều quảng cáo quá luôn,5
FB_20270,"làm sao để ứng dụng ko tự trừ tiền. tôi sky gói dùng thử1 tuần free. kêu sau1 tuần sẽ thông báo hết gói free, vừa hết1 tuần ứng dụng tự trừ tiền trong thẻ luôn. quá bức xúc, giờ lại tự dky thêm1 gói nữa",46
FB_20271,rất là hay,3
FB_20272,cộng đồng tốt,3
FB_20273,học được thêm nhiều từ vựng👐👌 khá ok,8
FB_20274,có thể giúp chúng ta có thể giao tiếp với những ng nươcd ngoài dễ dàng hơn😁😁😁,17
FB_20275,"như tôi không thích super,cái giống ngày xưa k quảng cáo thì tốt",13
FB_20276,"ok nhaa , nhg mà mỗi tội ko có tiền để nâng cấp super=))",14
FB_20277,rất tốt để học,4
FB_20278,ổn sau 3 tháng tôi quay lại nếu tôi nói dc tiếng 😘,13
FB_20279,"Thật sự duolingo là người bạn rất tốt, tôi rất hài lòng về tính cách của duolingo và sự động viên và cổ vũ cho tôi",26
FB_20280,Đến lúc nhận kh thì ko thấy đâu.,8
FB_20281,rất tuyệt vời,3
FB_20282,tôi thấy rất hay và hữu ích 10₫₫,8
FB_20283,tot Rất tốt,3
FB_20284,"đừng có thay đổi lộ trình học nữa đc k , đang. hc cái thay đổi tùm lum toàn từ vựng mới chưa hc bao giờ hết , bắt t phải lướt lên trên học lại 1 đống từ vựng 🫩 🫩",42
FB_20285,rất hay và thú vị,5
FB_20286,cờ vua của tôi đâu? ( ! _ ! ),10
FB_20287,đang học ai dè ra super luôn ngon vãi,9
FB_20288,rất oki 👌👍👍👍,3
FB_20289,thích quá tớ rất hài lòng,6
FB_20290,"rất ghét phần luyện chữ Hán, tốn hết cả năng lượng 🤬🤬😡😡😡 phải cho -♾️",15
FB_20291,hết pin hoài,3
FB_20292,app lag nhiều sau khi cập nhật,7
FB_20293,app càng ngày càng thối hóa,6
FB_20294,ứng dụng này rất tốt,5
FB_20295,"""Doulingo: học nhanh ,nhớ lâu ,vui như chơi game.""",9
FB_20296,nó khá tốt nhưng thấy nó cute quá!!!,8
FB_20297,=)))))))))) vui nha,3
FB_20298,"Tốt càng ngày càng bắt ng ta mua super, đã đổi trái tim thành NL rồi lại còn cộng NL ít như muối bỏ biển nx cứ thế mà phát huy nữa nhé",33
FB_20299,"khá hay , và vui nhộn 🐧🥀🥀🥀",7
FB_20300,"học rất hay , nên thêm các thứ tiếng khác",10
FB_20301,rất hay và bổ ích,5
FB_20302,"nó không đánh dấu được ,khó chịu",7
FB_20303,học rất hiệu quả,4
FB_20304,tiếng trung cx ok,4
FB_20305,Tôi ghét dolingo,3
FB_20306,cảm ơn rất nhiều,4
FB_20307,học tiếng trung không gõ được phiên âm hi vọng xẽ cập nhật thêm .,15
FB_20308,"huấn luyện tốt.... nhưng tôi đã tiêu 2000 kim cương để giữ vững giải đấu hắc thạch, kết quả là tôi vẫn bị tụt...... 🤨🤨🤨🤨🤨 ai giải thích cho tôi được không",32
FB_20309,Hc cũng vui🥰,3
FB_20310,"dễ hiểu, có thể khoe cho mn bt",8
FB_20311,Rất ok Mn học tiếng nào cx ok mong Mn tải🥰🥰🥰😘😘😘😘,11
FB_20312,từ khi tôi học tôi học giỏi hơn,8
FB_20313,rất tốt nhưng nhanh hết pin,6
FB_20314,vì quá nhiều quảng cáo,5
FB_20315,"Bắt đăng nhập tài khoản rồi đăng nhập thì các khóa học và chuỗi mất hết và bắt đầu lại từ đầu, từ nay k học duolingo nữa🤬",28
FB_20316,học dễ hiểu trẻ từ cấp 2 trở đi rất đáng dùng,12
FB_20317,học khá vui 😘😘,4
FB_20318,rất vui tôi đã được hơn 1000elo :)))),8
FB_20319,"app này giúp mih nhớ thêm từ vựng, mình thấy nó dễ thương giống như chơi 1 trò chơi v, mih rất thích",23
FB_20320,giúp học tiếng Anh miễn phí và ko áp lực 🤓🤞,11
FB_20321,học tập ko nhưng nó bắt mình phải mua hàng của nó ạ 😻,14
FB_20322,Bài học cực dễ hiểu,5
FB_20323,rất nhiều từ ngữ trong câu,6
FB_20324,hc đc tiếng mik thích,5
FB_20325,"nhưng không phải là điều rất khó, để có thể làm được điều này",14
FB_20326,rất tiệt vời 😊,4
FB_20327,rất hay nhưng hơi nhiều quản cáo,7
FB_20328,việc học của tôi rất thuận lợi,7
FB_20329,ứng dụng tốt,3
FB_20330,cách học đơn giản mà dễ hiểu,7
FB_20331,app học tốt nên thử,5
